                                                     
N	„аст.ћ√ц	Eсш.дЅмк¬	Eш.дЅмк¬	ѕѕ.к√ц	ѕогр.пр.дЅ	ѕогр.ант.дЅ
1	71.808696	5.94	0.63	100.000	0.10	0.20
2	215.426087	11.76	2.30	100.000	0.10	0.20
3	287.234783	14.28	4.68	100.000	0.10	0.20
4	359.043478	16.01	5.40	100.000	0.10	0.20
5	718.086957	17.65	11.33	100.000	0.10	0.20
6	789.895652	20.02	12.53	100.000	0.10	0.20
7	1005.321739	20.61	15.42	100.000	0.10	0.20
8	1651.600000	23.33	18.91	100.000	0.10	0.20
9	1795.217391	25.79	19.79	100.000	0.10	0.20
